,x,y,y
0,0.0,0.0,0.0
1,0.0015235800870147525,-0.000260312904443293,0.00017635586050568364
2,0.002196958639860272,-0.00070992200858894,0.00026721230721693523
3,0.001434350315210709,-0.00216437293230279,0.00026697410089138174
4,0.0016559218399677725,-0.0015821755513016505,0.0002728372567655235
5,0.0017726523925812145,0.0007403885016415486,0.0003341273564458902
6,0.001082130032969912,-0.0007046440209552942,0.00024666045089349886
7,0.0011711251615395336,-0.00023120377793511777,8.574508059866481e-05
8,0.0035232988142146703,-0.0012984844585266836,0.00030823447962169404
9,0.0021586835764706644,-0.001213156001724193,0.00018535733714153402
10,0.0006317635361141128,-0.0007831648538651443,8.971766382659396e-05
11,0.00028528310254907405,-0.0024446988253091296,0.00020288153624203886
12,0.0027459658842183044,0.0013201458900474305,-6.136696408454156e-05
13,0.0023153331801827096,-0.0016708766332913223,0.0002422154311192415
14,0.0016021038900902304,-0.0012155232252156719,0.00017773558876954532
15,0.0012875275106464124,-0.0003382798011161635,0.0003871902758543211
16,0.0011008896108501234,0.0005685123342806096,0.00020545682348949157
17,-0.0002254624441710058,0.0006897412055632031,0.00038188386456439183
18,-0.0005542035523883788,-0.0010756417020819395,0.00015915153213796884
19,-0.001439427816537865,-0.002451377246915453,9.050722442305315e-05
20,-0.0003566740483957244,0.0007682442174674164,0.00021110014589642567
21,-0.0006241703029196554,-0.0030783365371097765,0.00014813975401972712
22,-0.004365512082909832,-0.0017555754145847891,-2.64691301090636e-05
23,-0.0019341285184687107,-0.0002379920957387799,2.6721855525657645e-05
24,0.0010163883456946168,0.0006936573714008083,-0.0001039080110736279
25,0.0013718297745803536,-0.0007302112227286736,-3.386726838883192e-05
26,0.0003681864175944699,-0.00029174024667896265,0.0001245926574688916
27,0.0026211594461941264,-0.0008347254764474906,8.589736655517655e-06
28,0.0005956700607455461,0.0007258688378549536,0.00011330364236705748
29,0.0024188049051109455,-0.00037787658903945894,0.00011872461934214762
30,0.002250236019253809,-0.0008927684895818056,3.776587538562026e-05
31,0.0009427237366354874,-0.0023972994073832555,0.00022082575369286594
32,0.0017193987745295818,0.0003852871569325358,8.181622322656068e-05
33,0.0018277192978902485,0.0007669462542735229,0.00028635441416646756
34,0.0018813976498925442,-0.0012049731902830652,0.0002650115507945028
35,0.0021695900315014988,0.0001481519545157461,0.00026823729458302914
36,0.0019965109463066337,-0.0002899685417701579,0.00022914929901185488
37,0.0010045195563968521,-0.002420076136798098,-3.4877607594019366e-05
38,0.002383857914396405,0.00039776334548419077,0.0003076222134426043
39,0.002601418227955632,-0.0001456792900785359,0.0005543808113253057
40,0.004339941910967659,0.0014218622459886295,-0.0002476781060716249
41,0.026107227231508597,0.0019702294192529292,-0.004075073217133074
42,0.07364007844675236,0.004803885043431574,-0.01262274291140919
43,0.12873216483384062,0.0008479263858668174,-0.02280758922920434
44,0.17062152702910158,0.004767891068676164,-0.027518329520225926
45,0.2739352568684799,-0.0048530546811826475,-0.03599226024803315
46,0.41633465038826756,-0.001787929449079017,-0.03660379508464473
47,0.5586360506570671,-0.009020303628730257,-0.05008554902705775
48,0.6406500693381293,-0.008525105423745499,-0.05405492529413358
49,0.8500584537724941,-0.0141580518342161,-0.058805969284465576
50,0.9558532061005298,-0.018378716273944933,-0.05985571351128982
51,1.159305726029576,-0.02249987861759846,-0.06163786635358637
52,1.3303413033176057,-0.034494254023788834,-0.07396787634441893
53,1.4937698361327492,-0.0357457355817497,-0.06776952818652582
54,1.6465802206492586,-0.0375237283354831,-0.0797273894356989
55,1.85141222298943,-0.05567483027890756,-0.08224722332795142
56,1.9885540591725126,-0.06193758437019769,-0.0872338542086517
57,2.208875727053637,-0.05227772348585554,-0.08767421589402424
58,2.3954099843409558,-0.05460063653347789,-0.0989298486424115
59,2.5649763103606547,-0.07451889011928882,-0.10036744672097342
60,2.7247792681290717,-0.1205182824704402,-0.10580927549251307
61,2.940142680966605,-0.16924381038254901,-0.10978137743967498
62,3.0898802668232914,-0.17986778169455458,-0.11345591555571222
63,3.2722483756101197,-0.19258019063675513,-0.11487121231281439
64,3.517492588231693,-0.2193547179733393,-0.11780004926874099
65,3.675387866823162,-0.23595422075471154,-0.13086107239156863
66,3.833022636479134,-0.2655371157094438,-0.13478785563483253
67,4.001003558375467,-0.29065189414524606,-0.14068296584856999
68,4.203791749852016,-0.32220432350003864,-0.15131347541087514
