desired_tick_rate_L desired_tick_rate_R state_odo_x state_odo_y state_odo_theta deltaleftEnc deltarightEnc pf_state_x pf_state_y pf_state_theta
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0 0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
325.2032520325203 -325.2032520325203 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
325.2032520325203 -325.2032520325203 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
325.2032520325203 -325.2032520325203 -0.23964904020248537 0.27132212501051206 1.5697504084275495 0.0 -1.0 -0.239649041373 0.271322359552 1.569753599453561
325.2032520325203 -325.2032520325203 -0.23962492970346486 0.2717827444264478 1.4672504084275495 52.0 -46.0 -0.239620088007 0.271861170446 1.4675355398190182
325.2032520325203 -325.2032520325203 -0.23997403199387396 0.27028540216736635 1.216230000264284 110.0 -130.0 0.199093738594 -0.881551911903 -1.9195831736358497
325.2032520325203 -325.2032520325203 -0.2400834230540722 0.2700823714145881 0.9369697961826514 132.0 -135.0 -0.233677562965 0.265140485655 1.0242832769624206
325.2032520325203 -325.2032520325203 -0.2400834230540722 0.2700823714145881 0.6482963267948962 138.0 -138.0 -0.23761980672 0.268087829196 0.7264847674166682
325.2032520325203 -325.2032520325203 -0.2396120633448525 0.2703419837027204 0.3585769390397942 142.0 -135.0 -0.239439006389 0.269607241781 0.4410328533607089
164.4625541735988 -164.4625541735988 -0.23908907857627323 0.2704687332489093 0.11696979618265135 119.0 -112.0 -0.227841094955 0.26299206587 0.09672989636016373
-248.77273994404803 248.77273994404803 -0.23901223812532293 0.2704664287483655 -0.17693326504183826 141.0 -140.0 -0.239322306612 0.270321868667 -0.16084288409659028
-325.2032520325203 325.2032520325203 -0.23820076843277335 0.2702285241904048 -0.39343836708265467 109.0 -98.0 -0.231074681226 0.260862506356 -0.43534978522651274
-325.2032520325203 325.2032520325203 -0.23791851911015713 0.2701064931702391 -0.4227240813683686 16.0 -12.0 -0.229205835421 0.259615011086 -0.4724337059105261
-325.2032520325203 325.2032520325203 -0.23791851911015713 0.2701064931702391 -0.42063224463367455 -1.0 1.0 -0.235990165895 0.267570007756 -0.4692019721568797
-325.2032520325203 325.2032520325203 -0.23842420574262013 0.2702905028041533 -0.27734142830714426 -72.0 65.0 -0.220627825688 0.254173636637 -0.36319035674133965
0 0 -0.23903133105378516 0.27038860406073423 -0.04305571402143027 -116.0 108.0 -0.234315921531 0.262756304628 -0.11133019961968905
-325.2032520325203 325.2032520325203 -0.23941421171165117 0.2703547434278831 0.2194697961826514 -128.0 123.0 -0.229289199865 0.254071854264 0.1796077354060598
-325.2032520325203 325.2032520325203 -0.23941421171165117 0.2703547434278831 0.2194697961826514 0.0 0.0 -0.231868470493 0.256623904125 0.17867381092392143
-325.2032520325203 325.2032520325203 -0.23956398838115048 0.27032001574765974 0.23620449006020242 -9.0 7.0 -0.239109977464 0.262780580016 0.1961565197894416
-325.2032520325203 325.2032520325203 -0.24000153656324053 0.2701740597582325 0.4077351023051004 -85.0 79.0 -0.24076249014 0.26944502112 0.36552944907345875
-325.2032520325203 325.2032520325203 -0.24019707304141347 0.2700517757595707 0.7100055104683657 -146.0 143.0 -0.237754070221 0.262678034239 0.6766337597987926
-325.2032520325203 325.2032520325203 -0.24053995358589678 0.2696370331311373 1.0499289798561209 -166.0 159.0 -0.240052472616 0.268436889165 1.0315337598180636
-325.2032520325203 325.2032520325203 -0.24065630263677823 0.26935239450347237 1.3155922451622435 -129.0 125.0 -0.1429193646 -0.25952337456 2.1639488962809006
73.52941176470604 -73.52941176470604 -0.2407030180957613 0.26889351627518954 1.6230922451622436 -150.0 144.0 -0.220803034486 0.249623993286 1.6163824553882142
325.2032520325203 -325.2032520325203 -0.24076372446427677 0.2691949644246641 1.9159493880193865 -138.0 142.0 -0.233335548452 0.262662870897 1.9040078217683545
325.2032520325203 -325.2032520325203 -0.2408223452657592 0.2693371005007798 2.007990204345917 -43.0 45.0 -0.240317126154 0.269782210062 1.9993863666905158
325.2032520325203 -325.2032520325203 -0.24085478475630567 0.2694067958742137 2.0048524492438764 2.0 -1.0 -0.240341726676 0.269874886634 1.9963276971886805
325.2032520325203 -325.2032520325203 -0.2408857593426047 0.2694771545313115 1.9661534696520397 19.0 -18.0 -0.240337884519 0.269968881561 1.9567918328977256
266.1764705882356 -266.1764705882356 -0.24143962096508498 0.2713174916794364 1.7601075512846927 111.0 -86.0 -0.237589767672 0.271178495816 1.76523722962491
-104.41176470588212 104.41176470588212 -0.24145730030500787 0.2716244830326369 1.496536122713264 128.0 -124.0 -0.239359301788 0.275077500708 1.500079907271221
