desired_tick_rate_L desired_tick_rate_R state_odo_x state_odo_y state_odo_theta deltaleftEnc deltarightEnc pf_state_x pf_state_y pf_state_theta
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0 0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
325.2032520325203 -325.2032520325203 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
325.2032520325203 -325.2032520325203 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
325.2032520325203 -325.2032520325203 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
325.2032520325203 -325.2032520325203 -0.2396580447247333 0.2710147314304038 1.5237300002642844 20.0 -25.0 -0.239658215543 0.271011813387 1.5242373203685164
325.2032520325203 -325.2032520325203 -0.23952897854246885 0.27185044882355813 1.3114085716928559 107.0 -96.0 -0.239510997231 0.271954520944 1.311765705127816
325.2032520325203 -325.2032520325203 -0.23916924164754177 0.27269991666663884 1.0290106125091825 141.0 -129.0 -0.00421358010829 -0.531311739301 2.60641056475416
296.3975897814916 -296.3975897814916 -0.23827257860647594 0.27375384240087564 0.7026840818969375 165.0 -147.0 -0.055303167259 -0.151178120807 1.2295894131445873
169.3387662520798 -169.3387662520798 -0.2370943988242393 0.2744795534061862 0.40145959210101917 153.0 -135.0 -0.235097992802 0.266224406846 0.4617893163074026
41.39758978149156 -41.39758978149156 -0.23575359830723988 0.27482163239723084 0.09814326557040687 154.0 -136.0 -0.227096886509 0.257870626645 0.06121619336367411
-45.95535139497912 45.95535139497912 -0.23467736401434786 0.27481581782044484 -0.10894857116428724 106.0 -92.0 -0.235493856529 0.271129730068 -0.14834211926842836
-94.9259396302733 94.9259396302733 -0.23338866977580836 0.27459858654926117 -0.22504550993979766 64.0 -47.0 -0.234470564671 0.270420814039 -0.2601472241527448
-97.57299845380257 97.57299845380257 -0.2330891404947753 0.27452902751099995 -0.2313210201438789 5.0 -1.0 -0.233695197467 0.272572325809 -0.2818849967800768
-97.57299845380257 97.57299845380257 -0.2330891404947753 0.27452902751099995 -0.2313210201438789 0.0 0.0 -0.233695197467 0.272572325809 -0.28188499678007617
-97.57299845380257 97.57299845380257 -0.2330891404947753 0.27452902751099995 -0.2313210201438789 0.0 0.0 -0.233695197467 0.272572325809 -0.2818849967800759
-96.24946904203775 96.24946904203775 -0.23316399544048458 0.27454653473030693 -0.22818326504183783 -2.0 1.0 -0.233777307071 0.272542763473 -0.277738075502808
-94.92593963027295 94.92593963027295 -0.23338872397196564 0.2745983515013697 -0.22504550993979677 -3.0 0.0 -0.233996165026 0.272577329243 -0.27248990041570603
-84.7788808067435 84.7788808067435 -0.2316605631125077 0.274224552010382 -0.20098938749081707 0.0 23.0 -0.232230586024 0.272220599619 -0.24000982130013052
-54.778880806743395 54.778880806743395 -0.23150891211701552 0.27419923328082807 -0.129866938511225 -33.0 35.0 -0.232054799795 0.272340953123 -0.17003117964627681
0 0 -0.22966931172532765 0.27405818223013423 -0.023183265041836876 -39.0 63.0 -0.230163244322 0.27210181122 -0.06344236925679056
-325.2032520325203 325.2032520325203 -0.22897747714297487 0.2740656606180452 0.044801428835714155 -28.0 37.0 -0.229456639779 0.272145041201 0.0005991824318504591
-325.2032520325203 325.2032520325203 -0.22897747714297487 0.2740656606180452 0.044801428835714155 0.0 0.0 -0.229456639779 0.272145041201 0.0005991824318504566
