desired_tick_rate_L desired_tick_rate_R state_odo_x state_odo_y state_odo_theta deltaleftEnc deltarightEnc pf_state_x pf_state_y pf_state_theta
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0 0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
0 0 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
-220.8580201232423 220.8580201232423 -0.23964899999999995 0.27139899999999995 1.5707963267948966 0.0 0.0 -0.239649 0.271399 1.5707963267948966
-188.5050789467717 188.5050789467717 -0.23964899999999995 0.27139899999999995 1.34069428597857 110.0 -110.0 -0.239649 0.271399 1.5707963267948966
-160.85802012324228 160.85802012324228 -0.23964899999999995 0.27139899999999995 1.1440616329173454 94.0 -94.0 -0.239653657578 0.271361491029 1.3737753390724747
-137.3286083585364 137.3286083585364 -0.23964899999999995 0.27139899999999995 0.9767146941418352 80.0 -80.0 -0.239661456158 0.271371136615 1.1913485835575233
-117.32860835853637 117.32860835853637 -0.23964899999999995 0.27139899999999995 0.8344697961826515 68.0 -68.0 -0.239720662144 0.271253781232 1.0499442248742141
-100.26978482912462 100.26978482912462 -0.23964899999999995 0.27139899999999995 0.7131432655704066 58.0 -58.0 -0.239748949207 0.271213869267 0.9300279699552325
-85.56390247618344 85.56390247618344 -0.23964899999999995 0.27139899999999995 0.6085514288357128 50.0 -50.0 -0.239793894625 0.271161325497 0.8242772211740484
-73.21096129971286 73.21096129971286 -0.23964899999999995 0.27139899999999995 0.5206942859785699 42.0 -42.0 -0.23976877817 0.2712021084 0.734237775604016
-62.622726005595204 62.622726005595204 -0.23964899999999995 0.27139899999999995 0.4453881635295903 36.0 -36.0 -0.240369347245 0.267076858682 0.5551647328821425
-53.50507894677168 53.50507894677168 -0.23964899999999995 0.27139899999999995 0.38054122475408014 31.0 -31.0 -0.239324120542 0.265582250505 0.4878550402139883
-45.85802012324226 45.85802012324226 -0.23964899999999995 0.27139899999999995 0.32615346965203934 26.0 -26.0 -0.241120272279 0.268817865564 0.4355897334007532
-39.387431887948146 39.387431887948146 -0.23964899999999995 0.27139899999999995 0.28013306148877404 22.0 -22.0 -0.241141080987 0.26880831035 0.3900323768006382
-33.7991965938305 33.7991965938305 -0.23964899999999995 0.27139899999999995 0.24038816352959036 19.0 -19.0 -0.241118585963 0.268816322902 0.35038423092190557
-29.093314240889324 29.093314240889324 -0.23964899999999995 0.27139899999999995 0.2069187757744883 16.0 -16.0 -0.2411562582 0.268802976203 0.31710887154722595
-24.975667182065788 24.975667182065788 -0.23964899999999995 0.27139899999999995 0.177633061488774 14.0 -14.0 -0.241125390446 0.268811653536 0.28768368048763215
-21.446255417359907 21.446255417359907 -0.23964899999999995 0.27139899999999995 0.15253102067244748 12.0 -12.0 -0.241118487882 0.268813123139 0.2630604867868138
-18.505078946771672 18.505078946771672 -0.23964899999999995 0.27139899999999995 0.1316126533255087 10.0 -10.0 -0.241121285016 0.268812312962 0.24219667405890066
-15.858020123242257 15.858020123242257 -0.23964899999999995 0.27139899999999995 0.1127861227132638 9.0 -9.0 -0.241135626019 0.268808635793 0.22338807042891282
