desired_tick_rate_L,desired_tick_rate_R,state_est_x,state_est_y,state_est_theta,deltaleftEnc,deltarightEnc
-3.342013718636518,-325.2032520325203,0.0,0.0,0.0,0,0
-18.40444950653801,-325.20325203252025,0.012486236190075072,0.0010537877852227274,0.16839285714285715,1.0,162.0
-34.32699238299674,-325.2032520325203,0.025228364747280692,0.004285755679907014,0.3284183673469388,9.0,162.0
-51.66125858354434,-325.2032520325203,0.0378798648793623,0.009698180718516247,0.480076530612245,17.0,162.0
-71.23377586892776,-325.2032520325203,0.050122480977360315,0.017233228509848757,0.6233673469387756,25.0,162.0
-93.61864983121967,-325.2032520325203,0.06180460986809828,0.02687065341076552,0.7561989795918369,35.0,162.0
-120.0986011946438,-325.2032520325203,0.07274995677490625,0.038527388849542064,0.8775255102040819,46.0,162.0
-151.88422553175855,-325.2032520325203,0.08294087127217221,0.05221687937227207,0.9842091836734697,60.0,162.0
-171.1618878669351,-289.7224956913176,0.09232513069917954,0.06783357878018952,1.0752040816326534,75.0,162.0
-180.39905410602967,-247.92534692893665,0.10021520551323569,0.08357081928064644,1.1369132653061227,85.0,144.0
-185.58509976382746,-213.08751478383763,0.1068415357617992,0.09854452637266602,1.1714285714285717,90.0,123.0
-187.98157004883257,-183.63912812036963,0.11265727528438964,0.11261092695589553,1.1860714285714289,92.0,106.0
-187.80879620103082,-159.04305913722789,0.1179796627638125,0.12571639209525182,1.183979591836735,93.0,91.0
-185.70892329214482,-138.22728865179067,0.1230572690221395,0.13792509476733777,1.1693367346938779,93.0,79.0
-182.16641473684868,-120.45253385807756,0.12803036542914203,0.1492589090808107,1.1452806122448984,92.0,69.0
-177.15350097540576,-105.51979621271333,0.13299285908040945,0.15975282268712343,1.1128571428571432,91.0,60.0
-171.22754620637878,-92.93639149844134,0.13793185611321704,0.16931512965562837,1.0752040816326534,88.0,52.0
-164.823180795744,-81.96747679022499,0.14290064363723615,0.1780746181356583,1.0344132653061227,85.0,46.0
-157.7609497957095,-72.77220245451406,0.14786936709405374,0.18602903444184762,0.9904846938775512,82.0,40.0
-150.8336677540879,-64.42040361512848,0.15283420153933483,0.19325078859118353,0.9465561224489798,78.0,36.0
-143.70595843984944,-57.11880583851864,0.15779078174902703,0.1998153311697272,0.9015816326530615,75.0,32.0
-136.51778367744657,-50.868473880668965,0.16264521033110907,0.20567674192415225,0.8566071428571431,71.0,28.0
-129.2929254110621,-45.3838212429005,0.1674483737877981,0.21097232345019376,0.8116326530612248,68.0,25.0
-122.1982083867532,-40.64691098740801,0.17210322832907016,0.21566710307889828,0.7677040816326534,64.0,22.0
-115.30596359173364,-36.32394827983325,0.1766751942585915,0.21989452543831792,0.7248214285714288,61.0,20.0
-108.8172825389241,-32.36665714846301,0.1810685047097177,0.2236283244313879,0.6840306122448983,57.0,18.0
-102.46789488443702,-28.912877976561884,0.1853058945193671,0.22694530787475617,0.6442857142857146,54.0,16.0
-96.20955207713219,-26.02063554071481,0.18935836230668018,0.22986870736822518,0.6055867346938778,51.0,14.0
-128.242390102956,14.640890031233116,0.19326202855182692,0.23246709681885167,0.568979591836735,48.0,13.0
-103.1337227985267,-2.327908190200439,0.197038637860063,0.23468926932533482,0.4947193877551023,64.0,-7.0
-85.4924336672886,-12.466003118253022,0.20060526475864465,0.23649458891374955,0.4424234693877554,51.0,1.0
-72.93627746658557,-18.056493807351455,0.20396912908032414,0.23801133438525487,0.4047704081632656,42.0,6.0
-63.718569875019234,-20.722294090961288,0.20716788012202808,0.23932862978258343,0.37653061224489826,36.0,9.0
-56.696084510731026,-21.763122248784335,0.21011150394821185,0.24045530399705195,0.35456632653061254,31.0,10.0
