t,x,y,lum
64.58333333,-77.04261893,-45.30012881,183.2120317
64.625,-77.05237456,-45.00693439,183.5150158
64.66666667,-77.06516659,-44.78348011,183.7324557
64.70833333,-77.08340184,-44.19826003,184.3227057
64.75,-77.07979878,-43.96636586,184.5699748
64.79166667,-77.13853846,-43.59459096,184.9270318
64.83333333,-77.13187293,-43.24391544,185.7693099
64.875,-77.15284883,-42.9846044,185.6584684
64.91666667,-77.19503931,-42.71927541,185.354946
64.95833333,-77.18829195,-42.23491674,186.9996044
65,-77.19177397,-41.96683214,187.0258829
65.04166667,-77.28887315,-41.60842645,186.6133873
65.08333333,-77.23753091,-41.22090654,187.1221374
65.125,-77.29435573,-40.95816891,188.3741361
65.16666667,-77.48172897,-40.53448537,188.1858513
65.20833333,-77.32762808,-40.18586754,187.5204212
65.25,-77.49912292,-39.99719953,190.0475016
65.29166667,-77.84482065,-39.74880055,189.5564391
65.33333333,-77.90245271,-39.22547317,187.5990159
65.375,-78.00555493,-38.95629157,187.722693
65.41666667,-78.03657653,-38.28559383,187.6164968
65.45833333,-78.09240393,-38.00605133,187.9740981
65.5,-78.23179254,-37.59322277,189.4010475
65.54166667,-78.21464848,-37.22111384,189.5163878
65.58333333,-78.35318122,-36.97628393,190.4885047
65.625,-78.34973732,-36.75608559,190.5022934
65.66666667,-78.31538388,-36.2630607,190.8577452
65.70833333,-78.60220406,-36.0649848,193.1247143
65.75,-78.89031201,-35.74130456,191.3949459
65.79166667,-78.94235394,-35.21798664,190.2205316
65.83333333,-79.02107601,-34.97422912,190.7076234
65.875,-79.13543492,-34.70351626,191.191943
65.91666667,-79.16171431,-34.22533685,192.1376952
65.95833333,-79.38628315,-33.97967228,192.7073513
66,-79.72059985,-33.83584206,193.1320158
66.08333333,-79.99734038,-33.05547259,190.8838797
66.125,-80.1271384,-32.77085159,191.7116076
66.20833333,-80.5028101,-32.09218853,191.9050476
66.25,-80.90258475,-31.89980016,192.1301613
66.33333333,-81.07206815,-31.08495899,190.6801887
66.375,-81.22383508,-30.909891,192.609086
66.41666667,-81.485743,-30.73639002,191.9742532
66.45833333,-81.84740955,-30.22187627,191.1050354
66.5,-82.00395101,-29.93254804,191.0619114
66.54166667,-82.09378706,-29.48974077,191.7235222
66.58333333,-82.28532656,-29.03859714,192.1832765
66.625,-82.73085599,-28.9346874,192.6292595
66.66666667,-83.0000403,-28.62011622,191.2273576
66.70833333,-83.07399701,-28.17705936,191.1502075
66.75,-83.29204402,-27.92904864,192.261164
66.79166667,-83.79169532,-27.7272629,192.7651108
66.83333333,-83.94172515,-27.11217416,189.787581
66.875,-84.12111801,-26.79009761,191.8200443
66.91666667,-84.34263861,-26.17751635,192.3171199
66.95833333,-84.82073846,-25.96586099,193.6220796
67,-85.0127434,-25.47195485,192.8218608
67.04166667,-85.44964486,-24.97372078,192.7001783
67.08333333,-85.85983091,-24.66537122,193.1104345
67.125,-86.04239156,-24.06611943,191.7458095
67.16666667,-86.55563918,-23.73220481,193.8358089
67.20833333,-86.95380902,-23.11855501,192.1842917
67.25,-87.23570332,-22.81446374,193.1286835
67.29166667,-87.64185144,-22.29719146,192.6883734
67.33333333,-87.99203925,-21.90381083,192.6059073
67.375,-88.29593392,-21.18558925,192.9252
67.41666667,-88.8252509,-20.90792151,193.1487595
67.45833333,-89.03429897,-20.1497586,192.0490094
67.5,-89.38183353,-19.7946772,193.1110253
67.54166667,-89.71225187,-19.2405026,192.5936134
67.58333333,-89.9972039,-18.884517,193.0138892
67.625,-90.16578854,-18.13025639,193.2939744
67.66666667,-90.63631996,-17.83348288,193.7312114
67.70833333,-90.91450192,-17.17533826,192.5365911
67.75,-91.12494223,-16.86160585,193.3583785
67.79166667,-91.4988962,-16.3080735,193.9048616
67.83333333,-91.9713311,-15.9052441,194.2145422
67.875,-92.05237429,-15.15435977,192.4695255
67.91666667,-92.36265481,-14.63928224,193.0747886
67.95833333,-92.61440288,-14.18300715,192.7700545
68,-92.9145075,-13.79651437,192.3038594
68.04166667,-92.99174932,-13.11242148,191.7910032
68.08333333,-93.17056891,-12.77986275,193.1163131
68.125,-93.24810013,-12.0815546,193.09053
68.16666667,-93.42340362,-11.80958191,194.252443
68.20833333,-93.35513023,-11.55539339,193.7827724
68.25,-93.23211209,-11.32003329,194.6989936
68.29166667,-93.12812487,-11.11984462,195.4836
68.33333333,-93.05626526,-11.09744306,195.9516478
68.375,-93.05535145,-11.06958471,197.2668726
68.41666667,-93.02545585,-11.05178643,196.3622866
68.45833333,-93.01112074,-11.05064424,196.8685127
68.5,-93.00413309,-11.0395448,197.0278481
68.54166667,-92.99869628,-11.04214082,197.0613861
68.58333333,-92.99681808,-11.03769271,197.3297753
68.625,-92.9890728,-11.03591128,196.7441139
68.66666667,-93.00018425,-11.03444036,197.0473797
68.70833333,-92.98898456,-11.02809424,197.0195886
68.75,-92.98288975,-11.04361568,196.8321456
68.79166667,-92.98913221,-11.03199164,197.0160253
68.83333333,-92.9850126,-11.03389341,197.0416203
68.875,-92.98216811,-11.0601863,197.2588418
68.91666667,-92.93550558,-11.22231942,196.7781266
68.95833333,-92.88105769,-11.49287002,197.162769
69,-92.92397604,-11.8308899,196.0665742
69.04166667,-92.9008188,-12.04072669,196.0187003
69.08333333,-92.73602828,-12.32794695,195.1517102
69.125,-92.75009624,-12.79071954,195.9175815
69.16666667,-92.65213725,-13.0912497,194.4830158
69.20833333,-92.38779167,-13.27043243,194.1226
69.25,-92.13861623,-13.8723418,196.3666006
69.29166667,-91.9770908,-14.19695166,196.4883648
69.33333333,-91.91443367,-14.92655029,196.2345397
69.375,-91.68959376,-15.33167433,195.3326083
69.41666667,-91.36220023,-15.88720147,195.0360764
69.45833333,-90.96311219,-16.250999,195.2301968
69.5,-90.83655013,-16.9426987,196.3261841
69.54166667,-90.43609535,-17.18524611,195.3736435
69.58333333,-90.05304277,-17.95154287,197.4519455
69.625,-89.81783686,-18.46819502,196.8254272
69.66666667,-89.59155118,-19.0316951,195.4338939
69.70833333,-89.13288259,-19.43912701,195.0227746
69.75,-89.02886744,-19.88821251,196.2222212
69.79166667,-88.89112515,-20.06761575,195.0643822
69.83333333,-88.79603581,-20.20726839,195.4383165
69.875,-88.83892426,-20.22611864,195.8247785
69.91666667,-88.86073343,-20.19227587,195.3286614
69.95833333,-88.86620049,-20.18091158,195.7681136
70,-88.91287046,-20.10680501,195.8890726
70.04166667,-88.92838229,-20.08922706,195.4369243
70.08333333,-88.93555101,-20.07979377,195.3763535
70.125,-88.96246806,-20.0718993,195.506242
70.16666667,-88.97235078,-20.04097756,195.2191561
70.20833333,-88.97800348,-20.03258442,195.4250728
70.25,-88.97952671,-20.03065695,195.2393513
70.29166667,-88.97570398,-20.0304295,195.3701108
70.33333333,-88.97468634,-20.03002053,195.6458703
70.375,-88.97254136,-20.03097249,195.439231
70.41666667,-88.98030494,-20.02734423,195.4394525
70.45833333,-88.98741274,-20.0246391,195.5135
70.5,-88.98380533,-20.02403519,195.3326646
70.54166667,-88.98600768,-20.01779654,195.3005791
70.58333333,-88.99601428,-20.00761896,195.7150222
70.625,-89.10272609,-19.85053572,195.3648544
70.66666667,-89.15269302,-19.51262183,195.3451352
70.70833333,-89.21385581,-19.11008948,195.6595833
70.75,-89.30205765,-18.95268118,195.7785791
70.79166667,-89.56808513,-18.8655344,196.3653006
70.83333333,-89.85111836,-18.58631996,194.9903878
70.875,-89.92447176,-18.15945929,194.1990385
70.91666667,-90.03811969,-17.97010631,195.7655
70.95833333,-90.17225456,-17.5692464,195.0094051
71,-90.12268798,-17.12196498,195.7180929
71.08333333,-90.36426527,-16.23169496,196.2142862
71.16666667,-90.81985248,-15.54261405,197.8710287
71.20833333,-90.94283717,-15.09651563,194.9657724
