t,x,y,lum
19.875,44.79002857,-88.59576973,196.4537532
19.91666667,45.01829839,-88.01150937,195.3292396
19.95833333,45.11270738,-87.2471255,195.847019
20,45.19385606,-86.73941055,196.2148133
20.04166667,45.31669239,-85.98195168,196.5106519
20.08333333,45.69510541,-85.14415802,196.9144335
20.125,45.92122964,-84.28303103,194.8587302
20.16666667,46.00701398,-83.79524257,195.6746867
20.20833333,46.07960286,-83.08084326,195.5434076
20.25,46.14051277,-82.14798114,195.9225478
20.29166667,46.210085,-81.34145867,195.9812397
20.33333333,46.29624318,-80.74390185,196.662673
20.375,46.48389447,-79.97933186,196.5669652
20.41666667,46.60695324,-79.12535938,197.4174745
20.45833333,46.71214651,-78.41458928,195.6943706
20.5,46.88205712,-77.85953707,195.8292436
20.54166667,46.95320112,-77.14610068,195.221566
20.58333333,47.0148812,-76.38334029,195.9701365
20.625,47.04736751,-75.92359247,195.5150946
20.66666667,47.05183935,-75.14094021,196.020793
20.70833333,47.08007984,-74.34246275,196.5355759
20.75,47.10746471,-73.576855,196.6709684
20.79166667,47.11091377,-72.9297658,196.901738
20.875,47.12569401,-71.38783195,197.4775443
20.91666667,47.12190309,-70.76278666,197.5816454
20.95833333,47.12562061,-70.01236414,197.4697722
21,47.11166381,-69.18249535,197.7803003
21.04166667,47.10026406,-68.38487707,197.3768522
21.08333333,47.08506089,-67.79363867,197.4365815
21.16666667,47.0625464,-66.28582394,197.7925994
21.20833333,47.02169971,-65.74663149,197.6136962
21.25,46.99702315,-65.0585875,197.8539937
21.29166667,46.97705303,-64.18463762,197.31
21.33333333,46.90932085,-63.41316873,196.7809048
21.375,46.85447047,-62.9064535,197.2230415
21.41666667,46.7711525,-62.13975241,196.9788145
21.45833333,46.66043825,-61.2161821,197.0717873
21.5,46.53364097,-60.51068113,196.7422921
21.54166667,46.3053807,-59.97361998,197.9563215
21.58333333,46.22644306,-59.17864515,199.452817
21.625,46.12588419,-58.31077824,198.8724669
21.66666667,46.10340739,-57.70522051,198.7623778
21.70833333,46.02698195,-57.08145584,198.1331873
21.75,45.87235078,-56.28533012,198.8693651
21.79166667,45.78122995,-55.69670952,198.5103079
21.83333333,45.57021464,-54.99578315,198.0707848
21.875,45.29470753,-54.25250592,198.8891333
21.91666667,45.17189908,-53.66470173,200.2166877
21.95833333,45.07935282,-53.02130477,200.0280571
22,44.96060154,-52.16472551,200.168269
22.04166667,44.79012224,-51.39311749,199.0651048
22.08333333,44.44756038,-50.83965926,198.3228626
22.125,44.1861255,-50.14880932,200.6830256
22.16666667,44.04633914,-49.28070192,200.7779462
22.20833333,43.90910051,-48.60182708,199.725962
22.25,43.72072105,-48.03534916,199.153914
22.29166667,43.37289364,-47.19338186,199.3189462
22.33333333,43.13638235,-46.36830526,200.6419393
22.375,43.01860172,-45.79078463,200.1905783
