desired_tick_rate_L desired_tick_rate_R state_est_x state_est_y state_est_theta deltaleftEnc deltarightEnc
51.2 51.2 0.0 0.0 0.0 0 0
100.0 100.0 0.0 0.0 0.0 0.0 0.0
100 100 -0.003560471674068432 0.0 -0.012110447870981034 -18.0 -30.0
100 100 -0.03359974846495967 0.0003638068814951644 -0.011101243881732614 -203.0 -202.0
100 100 -0.07276252359227678 0.0007985802595605323 -0.03935895558068836 -250.0 -278.0
100 100 -0.13294718911312298 0.0031686097887253907 -0.03330373164519784 -409.0 -403.0
100 100 -0.1869918672879548 0.00496916498512712 -0.030276119677452584 -366.0 -363.0
100 100 -0.25223726650411504 0.006945146293853981 -0.02220248776346523 -444.0 -436.0
100 100 -0.3168290685398413 0.008379480681184858 -0.01917487579571997 -437.0 -434.0
100 100 -0.3713387685631265 0.009424825527956225 -0.02220248776346523 -366.0 -369.0
100 100 -0.4254001045953244 0.010625318947432929 -0.01917487579571997 -366.0 -363.0
100 100 -0.4796131531899115 0.01166497484265724 -0.01816567180647155 -366.0 -365.0
100 100 -0.533901387656138 0.012651265584540841 -0.01816567180647155 -366.0 -366.0
100 100 -0.5882637863770999 0.013638903718148326 -0.01917487579571997 -366.0 -367.0
100 100 -0.6424026721145124 0.014677137375485875 -0.015138059838726292 -367.0 -363.0
100 100 -0.6965453078788602 0.015496814449102702 -0.013119651860229453 -366.0 -364.0
100 100 -0.7498736165928619 0.016196503438903494 -0.014128855849477873 -359.0 -360.0
100 100 -0.8036462065584661 0.016956299169818202 -0.02119328377421681 -359.0 -366.0
100 100 -0.8682394232367958 0.018325446533497693 -0.01816567180647155 -437.0 -434.0
100 100 -0.9215635223914638 0.01929422118297079 -0.009082835903235775 -364.0 -355.0
100 100 -0.986242756427911 0.019881708207643192 -0.01715646781722313 -432.0 -440.0
100 100 -1.0513601328234383 0.02099900200531927 -0.013119651860229453 -441.0 -437.0
100 100 -1.115813957958998 0.021844662272547208 -0.014128855849477873 -434.0 -435.0
100 100 -1.168548180670094 0.022589786085899424 -0.015138059838726292 -355.0 -356.0
100 100 -1.2213557925388823 0.02338925194400241 -0.01715646781722313 -355.0 -357.0
100 100 -1.2855831820132861 0.024491275211414122 -0.013119651860229453 -435.0 -431.0
100 100 -1.350111177258323 0.025337908620491574 -0.005046019946242097 -439.0 -431.0
100 100 -1.4029983435948326 0.02560478058178919 -0.008073631913987356 -355.0 -358.0
100 100 -1.4561069817816918 0.02603356949466216 -0.008073631913987356 -358.0 -358.0
100 100 -1.509660664422631 0.026465951610715632 -0.006055223935490517 -362.0 -360.0
100 100 -1.5739705050336317 0.026855366856281558 -0.0010092039892484195 -436.0 -431.0
100 100 -1.6372430215202447 0.026919221754008217 -0.014128855849477873 -420.0 -433.0
100 100 -1.71156044930719 0.027969311853837924 -0.01614726382797471 -500.0 -502.0
100 100 -1.7751955836541369 0.028996934470515184 -0.012110447870981034 -431.0 -427.0
100 100 -1.8279312029092571 0.02963561766247336 -0.015138059838726292 -354.0 -357.0
100 100 -1.8814063267258252 0.03044518912833327 -0.014128855849477873 -361.0 -360.0
100 100 -1.9345855639745675 0.031196600906355124 -0.011101243881732614 -360.0 -357.0
100 100 -1.987989348239091 0.03178947369462608 -0.0010092039892484195 -365.0 -355.0
100 100 -2.040506278687534 0.031842474008331206 -0.005046019946242097 -352.0 -356.0
100 100 -2.0930967428286076 0.032107848791725326 -0.008073631913987356 -353.0 -356.0
100 100 -2.1462795550911467 0.032537236571795046 -0.005046019946242097 -360.0 -357.0
100 100 -2.1993150725253745 0.03280485712204441 -0.002018407978496839 -359.0 -356.0
100 100 -2.2516835700574194 0.032910558258826134 -0.010092039892484195 -349.0 -357.0
100 100 -2.3049395800240826 0.03344803828336403 -0.012110447870981034 -358.0 -360.0
100 100 -2.35826856770964 0.034093907784092485 -0.007064427924738936 -362.0 -357.0
100 100 -2.4107842144482405 0.03446490695713137 -0.0010092039892484195 -357.0 -351.0
100 100 -2.4630786155303768 0.03451768269323605 -0.006055223935490517 -350.0 -355.0
100 100 -2.515297909405976 0.03483388607602546 -0.008073631913987356 -351.0 -353.0
100 100 -2.567813154987396 0.03525788405132443 -0.002018407978496839 -357.0 -351.0
100 100 -2.620404181545781 0.03536403434307831 0.003027611967745287 -357.0 -352.0
100 100 -2.6729208980418573 0.03520503361788458 -0.0010092039892484195 -352.0 -356.0
100 100 -2.736045061617599 0.035268738797210944 -0.004036815956993678 -424.0 -427.0
100 100 -2.7890066462385414 0.03548253612845647 -0.006055223935490517 -356.0 -358.0
100 100 -2.841596815780871 0.03580098527390773 0.0010092039892484785 -358.0 -351.0
100 100 -2.8942620991401853 0.0357478352418023 -0.0030276119677452584 -353.0 -357.0
100 100 -2.946927167942748 0.035907285121586974 -0.007064427924738936 -353.0 -357.0
100 100 -2.9994428146813483 0.03627828429462586 -0.007064427924738936 -354.0 -354.0
100 100 -3.0518101121353762 0.03664823544740192 -0.0030276119677452584 -355.0 -351.0
