alpha dTheta leftEnc rightEnc est_dist_traveled
0.973 0.0 0 0 (0.0, 0.0, 0.0)
0.973 -0.004036815956993691 -95.0 -99.0 (-0.014390239682693248, 0.0, -0.004036815956993678)
0.973 -0.0211932837742168 -406.0 -427.0 (-0.07617875507379313, 0.00024943021978644537, -0.025230099731210487)
0.973 -0.006055223935490513 -814.0 -820.0 (-0.19734457021693974, 0.0033071046430325035, -0.031285323666701004)
0.973 0.0 -926.0 -926.0 (-0.33465221182478233, 0.007604220709013466, -0.031285323666701004)
0.973 0.0020184079784968693 -949.0 -947.0 (-0.47522202202374, 0.012003428085417302, -0.029266915688204165)
0.973 0.0010092039892484347 -1147.0 -1146.0 (-0.6452358820719651, 0.016980630552593027, -0.028257711698955745)
0.973 0.0020184079784968693 -953.0 -951.0 (-0.7864115421242449, 0.0209709938091897, -0.026239303720458906)
0.973 0.0020184079784968693 -952.0 -950.0 (-0.9274466668606762, 0.02467250681993984, -0.024220895741962067)
0.973 0.0020184079784968693 -959.0 -957.0 (-1.069527141778458, 0.028114496299314756, -0.02220248776346523)
0.973 -0.002018407978497058 -1147.0 -1149.0 (-1.2397943949059291, 0.031895474202083635, -0.024220895741962067)
0.973 0.0010092039892484347 -1156.0 -1155.0 (-1.4111659906966356, 0.03604705963362614, -0.023211691752713648)
0.973 0.007064427924739042 -965.0 -958.0 (-1.5537689625106108, 0.039357710453473554, -0.01614726382797471)
0.973 0.0020184079784968693 -1154.0 -1152.0 (-1.7247976569209362, 0.042119595947713376, -0.014128855849477873)
0.973 -0.009082835903235912 -1157.0 -1166.0 (-1.8970924520796928, 0.04455408626897526, -0.023211691752713648)
0.973 -0.007064427924739042 -968.0 -975.0 (-2.0411785541257426, 0.04789916923463492, -0.030276119677452584)
0.973 -0.013119651860229462 -1155.0 -1168.0 (-2.213411579556584, 0.05311531080301276, -0.04339577153768204)
0.973 -0.004036815956993739 -1169.0 -1173.0 (-2.3869693769112637, 0.06065171675525777, -0.047432587494675715)
0.973 0.006055223935490419 -1172.0 -1166.0 (-2.560198964864507, 0.068874612028955, -0.0413773635591852)
0.973 0.010092039892484158 -1173.0 -1163.0 (-2.7333269421922273, 0.07604228231257462, -0.031285323666701004)
0.973 -0.0010092039892484347 -1167.0 -1168.0 (-2.9064442981070826, 0.08146008253615213, -0.03229452765594942)
0.973 -0.0020184079784968693 -1167.0 -1169.0 (-3.079630236013779, 0.08705498577571698, -0.03431293563444626)
0.973 0.0 -963.0 -963.0 (-3.2224100677974645, 0.09195610459369452, -0.03431293563444626)
0.973 -0.002018407978497058 -967.0 -969.0 (-3.3659312278874, 0.09688267054987548, -0.0363313436129431)
0.973 -0.009082835903235723 -1154.0 -1163.0 (-3.537684745830126, 0.10312545362362428, -0.045414179516178876)
0.973 0.007064427924738854 -1170.0 -1163.0 (-3.7105600779945744, 0.11098184686863827, -0.03834975159143994)
0.973 -0.0010092039892484347 -1173.0 -1174.0 (-3.884524304225876, 0.11765660424750798, -0.03935895558068836)
0.973 0.0020184079784968693 -976.0 -974.0 (-4.029056444331356, 0.12334817762419699, -0.03734054760219152)
0.973 -0.0020184079784966807 -976.0 -978.0 (-4.17389627708225, 0.12875909136961847, -0.03935895558068836)
0.973 0.0020184079784966807 -977.0 -975.0 (-4.318576655280146, 0.13445650225746306, -0.03734054760219152)
0.973 0.0 -977.0 -977.0 (-4.463416488031039, 0.13986741600288452, -0.03734054760219152)
0.973 0.0020184079784966807 -978.0 -976.0 (-4.6082563207819325, 0.14527832974830598, -0.03532213962369468)
0.973 0.005046019946242173 -970.0 -965.0 (-4.751698305650337, 0.15034711577070883, -0.030276119677452584)

Ran for  -30084.0 ticks, and deviated by theta = -0.03734054760219217 .
502 +/- 1cm
3 +/- 0.5cm
