desired_tick_rate_L desired_tick_rate_R state_odo_x state_odo_y state_odo_theta deltaleftEnc deltarightEnc pf_state_x pf_state_y pf_state_theta est_error_x est_error_y est_error_theta variance00 variance01 variance02 variance10 variance11 variance12 variance20 variance21 variance22
-220.858020123 220.858020123 -0.239649 0.271399 1.57079632679 0 0 -0.182797045523 0.275359413177 1.57079632679 -0.0568519544773 -0.00396041317711 0.0 4.00000000696e-05 1.91023566783e-22 -5.73732444852e-22 1.91023566783e-22 6.66666666667e-05 7.6971853899e-38 -5.73732444852e-22 7.6971853899e-38 0.0002
-188.505078947 188.505078947 -0.239649 0.271399 1.34069428598 110.0 -110.0 -0.196773435243 0.25894763615 1.33231097467 -0.042875564757 0.0124513638499 0.00838331131241 6.09210584694e-05 -6.03561586026e-06 -6.41654707855e-06 -6.03561586026e-06 3.77798315495e-05 2.77685837569e-05 -6.41654707855e-06 2.77685837569e-05 0.000271535296261
-160.858020123 160.858020123 -0.239649 0.271399 1.14406163292 94.0 -94.0 -0.197541175355 0.25860343238 1.13052581542 -0.0421078246447 0.01279556762 0.0135358174934 8.54722691643e-06 5.26186193007e-06 -6.53737980948e-05 5.26186193007e-06 0.000160615349953 -5.97814492844e-06 -6.53737980948e-05 -5.97814492844e-06 9.21992825359e-05
-137.328608359 137.328608359 -0.239649 0.271399 0.976714694142 80.0 -80.0 -0.176643871513 0.275549967421 1.00003395274 -0.0630051284869 -0.00415096742068 -0.0233192586021 0.000111441815898 -6.3315529568e-05 3.57017567753e-05 -6.3315529568e-05 0.000159515343657 3.26619464437e-05 3.57017567753e-05 3.26619464437e-05 0.000104762441688
-117.328608359 117.328608359 -0.239649 0.271399 0.834469796183 68.0 -68.0 -0.191919708654 0.277059787205 0.861361108758 -0.0477292913464 -0.0056607872045 -0.0268913125756 4.05661027747e-05 -1.11550338319e-05 -4.88155342365e-05 -1.11550338319e-05 6.12545675426e-05 6.19882244096e-05 -4.88155342365e-05 6.19882244096e-05 0.000186782537377
-100.269784829 100.269784829 -0.239649 0.271399 0.71314326557 58.0 -58.0 -0.214023614454 0.260149424719 0.757804950949 -0.0256253855459 0.0112495752808 -0.0446616853784 5.72456887751e-05 -1.95886533583e-05 -5.03370287588e-05 -1.95886533583e-05 4.43744654619e-05 4.69057405809e-05 -5.03370287588e-05 4.69057405809e-05 0.000174750479559
-85.5639024762 85.5639024762 -0.239649 0.271399 0.608551428836 50.0 -50.0 -0.220077170336 0.258862924743 0.654321518588 -0.0195718296642 0.0125360752573 -0.0457700897521 4.00399911368e-05 2.58755934618e-05 2.01218127262e-05 2.58755934618e-05 3.42431288816e-05 -6.03768342971e-07 2.01218127262e-05 -6.03768342971e-07 0.000119943033869
-73.2109612997 73.2109612997 -0.239649 0.271399 0.520694285979 42.0 -42.0 -0.227256277077 0.259074058118 0.564878218562 -0.0123927229234 0.0123249418817 -0.0441839325838 3.99374514329e-05 2.78545654916e-05 -1.69826282696e-06 2.78545654916e-05 3.54479711677e-05 -1.60330837486e-05 -1.69826282696e-06 -1.60330837486e-05 0.000134275057936
-62.6227260056 62.6227260056 -0.239649 0.271399 0.44538816353 36.0 -36.0 -0.227977448897 0.268241388098 0.480238922679 -0.0116715511033 0.00315761190175 -0.0348507591489 4.807491352e-05 2.6275725112e-05 -1.83477405419e-05 2.6275725112e-05 3.1270744967e-05 -1.42639321832e-05 -1.83477405419e-05 -1.42639321832e-05 0.000164261877178
-53.5050789468 53.5050789468 -0.239649 0.271399 0.380541224754 31.0 -31.0 -0.230280909385 0.268522619028 0.414650089065 -0.00936809061539 0.00287638097162 -0.0341088643114 5.96532670688e-05 2.0556409136e-05 -4.47763554265e-06 2.0556409136e-05 2.33953139757e-05 -1.44840681884e-05 -4.47763554265e-06 -1.44840681884e-05 0.000200097251008
-45.8580201232 45.8580201232 -0.239649 0.271399 0.326153469652 26.0 -26.0 -0.234680561635 0.266525942269 0.361398002555 -0.00496843836548 0.00487305773071 -0.0352445329026 6.89659389994e-05 1.1271048174e-05 -1.5473617982e-05 1.1271048174e-05 1.78342995123e-05 -1.41584720546e-05 -1.5473617982e-05 -1.41584720546e-05 0.000242058362599
-39.3874318879 39.3874318879 -0.239649 0.271399 0.280133061489 22.0 -22.0 -0.248092292138 0.270254705962 0.309024335092 0.00844329213817 0.00114429403788 -0.0288912736035 7.20664974517e-05 1.22637089449e-06 -9.4369226569e-06 1.22637089449e-06 1.77495507009e-05 -1.44258379357e-05 -9.4369226569e-06 -1.44258379357e-05 0.000282893302957
-33.7991965938 33.7991965938 -0.239649 0.271399 0.24038816353 19.0 -19.0 -0.24720490385 0.272097345741 0.267676142114 0.00755590385013 -0.000698345740926 -0.0272879785846 6.99488358309e-05 -5.55051330624e-06 -1.15137353297e-05 -5.55051330624e-06 2.31704493886e-05 -1.26769566792e-05 -1.15137353297e-05 -1.26769566792e-05 0.000329946827607
-29.0933142409 29.0933142409 -0.239649 0.271399 0.206918775774 16.0 -16.0 -0.232238992679 0.268806200714 0.239914548761 -0.0074100073205 0.00259279928581 -0.0329957729861 6.83047899773e-05 -3.14955453473e-06 -1.04276534601e-05 -3.14955453473e-06 2.59354537408e-05 -1.35561028779e-05 -1.04276534601e-05 -1.35561028779e-05 0.000378828076987
-24.9756671821 24.9756671821 -0.239649 0.271399 0.177633061489 14.0 -14.0 -0.240497642855 0.271905420649 0.206269476721 0.000848642854994 -0.000506420649227 -0.0286364152324 6.65613957889e-05 -3.60492639538e-06 -1.18195368108e-05 -3.60492639538e-06 2.88255276009e-05 -1.29411324945e-05 -1.18195368108e-05 -1.29411324945e-05 0.000427500892141
-21.4462554174 21.4462554174 -0.239649 0.271399 0.152531020672 12.0 -12.0 -0.228598516594 0.272360228889 0.182946330872 -0.0110504834059 -0.000961228888605 -0.0304153102 6.52149801094e-05 -2.93142057518e-06 -1.02055237272e-05 -2.93142057518e-06 3.09105474076e-05 -1.27038511153e-05 -1.02055237272e-05 -1.27038511153e-05 0.000480487287823
-18.5050789468 18.5050789468 -0.239649 0.271399 0.131612653326 10.0 -10.0 -0.238137035334 0.26878918809 0.163379487943 -0.00151196466607 0.00260981191035 -0.031766834617 6.43318491364e-05 -2.63005725998e-06 -1.12674585572e-05 -2.63005725998e-06 3.23918965976e-05 -1.24521028296e-05 -1.12674585572e-05 -1.24521028296e-05 0.000534973389567
-15.8580201232 15.8580201232 -0.239649 0.271399 0.112786122713 9.0 -9.0 -0.249290816845 0.269185941478 0.142159425862 0.00964181684516 0.0022130585217 -0.0293733031484 6.36868285956e-05 -2.33721812827e-06 -1.00712265716e-05 -2.33721812827e-06 3.33642252251e-05 -1.20199476403e-05 -1.00712265716e-05 -1.20199476403e-05 0.000591312362637
-13.7991965938 13.7991965938 -0.239649 0.271399 0.0981432655704 7.0 -7.0 -0.237613463158 0.271850278872 0.127326307613 -0.00203553684223 -0.000451278871947 -0.0291830420427 6.32074442298e-05 -2.09114145922e-06 -9.45264088338e-06 -2.09114145922e-06 3.41608298412e-05 -1.15146075428e-05 -9.45264088338e-06 -1.15146075428e-05 0.000651175225435
-12.0344907115 12.0344907115 -0.239649 0.271399 0.0855922451622 6.0 -6.0 -0.232600171409 0.267475819388 0.119181813362 -0.00704882859097 0.00392318061169 -0.0335895682003 6.2919530743e-05 -1.86100239761e-06 -1.00293498523e-05 -1.86100239761e-06 3.4699612523e-05 -1.14793027305e-05 -1.00293498523e-05 -1.14793027305e-05 0.000712545596029
-10.2697848291 10.2697848291 -0.239649 0.271399 0.0730412247541 6.0 -6.0 -0.246887193673 0.270322395076 0.101702945768 0.00723819367346 0.00107660492407 -0.0286617210138 6.2739495195e-05 -1.72138454447e-06 -1.01524483165e-05 -1.72138454447e-06 3.50062893222e-05 -1.1318221423e-05 -1.01524483165e-05 -1.1318221423e-05 0.000773390078116
-8.79919659383 8.79919659383 -0.239649 0.271399 0.0625820410806 5.0 -5.0 -0.243626381239 0.270218160469 0.0918717179513 0.00397738123871 0.00118083953062 -0.0292896768706 6.24980695396e-05 -1.50814413024e-06 -8.39855575129e-06 -1.50814413024e-06 3.54059613653e-05 -1.04117166367e-05 -8.39855575129e-06 -1.04117166367e-05 0.000839750823781
-7.6227260056 7.6227260056 -0.239649 0.271399 0.0542146941418 4.0 -4.0 -0.227693570056 0.276487898848 0.0813877697503 -0.0119554299438 -0.00508889884799 -0.0271730756084 6.23719033867e-05 -1.37674442469e-06 -9.04056860023e-06 -1.37674442469e-06 3.56531493031e-05 -1.03788289377e-05 -9.04056860023e-06 -1.03788289377e-05 0.000907581136048
0 0 -0.239649 0.271399 0.0479391839378 3.0 -3.0 -0.234002775684 0.275047748797 0.0750769283233 -0.00564622431602 -0.00364874879721 -0.0271377443855 6.22723728415e-05 -1.23888158343e-06 -9.11202219474e-06 -1.23888158343e-06 3.58485679729e-05 -1.02976457778e-05 -9.11202219474e-06 -1.02976457778e-05 0.00097689304964
214.117647059 -214.117647059 -0.239649 0.271399 0.0479391839378 0.0 0.0 -0.23144372941 0.27353354818 0.0766908818841 -0.00820527058982 -0.00213454817965 -0.0287516979463 6.22303672275e-05 -1.25833331538e-06 -9.58053740209e-06 -1.25833331538e-06 3.5915862074e-05 -1.1100702175e-05 -9.58053740209e-06 -1.1100702175e-05 0.00104242933816
182.647058824 -182.647058824 -0.239649 0.271399 0.27176571455 -107.0 107.0 -0.244715987403 0.272306361341 0.298318090411 0.00506698740297 -0.000907361340503 -0.0265523758612 6.38976829139e-05 -3.76111119094e-06 -3.42972476414e-05 -3.76111119094e-06 3.21828936887e-05 -3.95650470496e-05 -3.42972476414e-05 -3.95650470496e-05 0.00072421955594
155.882352941 -155.882352941 -0.239649 0.271399 0.462122857407 -91.0 91.0 -0.245689269869 0.287725478014 0.458435941785 0.00604026986911 -0.0163264780137 0.0036869156219 6.90243297832e-05 2.11465491049e-06 -6.28135599752e-06 2.11465491049e-06 1.74838934914e-05 -3.32378714839e-05 -6.28135599752e-06 -3.32378714839e-05 0.000336240789513
133.235294118 -133.235294118 -0.239649 0.271399 0.623194285979 -77.0 77.0 -0.248436844805 0.291840289429 0.612930430695 0.00878784480505 -0.0204412894292 0.0102638552837 7.69101320299e-05 5.58751310528e-06 -2.17773647757e-05 5.58751310528e-06 -2.61161690647e-07 -2.33190846757e-05 -2.17773647757e-05 -2.33190846757e-05 0.000168932024809
113.823529412 -113.823529412 -0.239649 0.271399 0.761255510468 -66.0 66.0 -0.254129411876 0.293580866458 0.748268616175 0.0144804118765 -0.0221818664576 0.0129868942937 7.93156704246e-05 3.03610219713e-05 6.75601938111e-06 3.03610219713e-05 -1.44761290336e-05 -9.7034287135e-06 6.75601938111e-06 -9.7034287135e-06 9.09218591807e-05
97.3529411765 -97.3529411765 -0.239649 0.271399 0.878398367611 -56.0 56.0 -0.262194907545 0.302755677095 0.868132839083 0.0225459075448 -0.0313566770949 0.0102655285278 2.59591653699e-05 5.68810142187e-05 -4.20154544888e-05 5.68810142187e-05 5.42819866553e-05 3.71559264269e-05 -4.20154544888e-05 3.71559264269e-05 0.000147195805961
83.2352941176 -83.2352941176 -0.239649 0.271399 0.978806530877 -48.0 48.0 -0.249056189831 0.294231666738 0.936281920797 0.0094071898306 -0.0228326667385 0.0425246100796 -5.25222138548e-05 3.99929420836e-05 3.14410545869e-05 3.99929420836e-05 0.000217944604927 6.2950940171e-05 3.14410545869e-05 6.2950940171e-05 0.000134431736966
71.1764705882 -71.1764705882 -0.239649 0.271399 1.064571837 -41.0 41.0 -0.255070111727 0.294026889689 1.01141588632 0.0154211117267 -0.0226278896891 0.0531559506753 6.44145431638e-05 -3.92373369371e-05 -1.76758221822e-05 -3.92373369371e-05 0.0002494380492 4.74862574703e-05 -1.76758221822e-05 4.74862574703e-05 0.000129920178567
60.8823529412 -60.8823529412 -0.239649 0.271399 1.13778612271 -35.0 35.0 -0.255997467308 0.29390031853 1.08239146435 0.0163484673079 -0.0225013185297 0.0553946583596 0.000116240365679 -6.20187225299e-05 -4.86487564846e-05 -6.20187225299e-05 0.000238519113918 2.64221021818e-05 -4.86487564846e-05 2.64221021818e-05 0.000121972591513
52.0588235294 -52.0588235294 -0.239649 0.271399 1.20054122475 -30.0 30.0 -0.249886231997 0.293145271836 1.15864002359 0.0102372319969 -0.0217462718363 0.0419012011672 6.5122865425e-05 -2.7820334581e-05 2.82078651308e-06 -2.7820334581e-05 0.00027691475551 4.57973049258e-05 2.82078651308e-06 4.57973049258e-05 0.000110598883151
44.4117647059 -44.4117647059 -0.239649 0.271399 1.25492897986 -26.0 26.0 -0.24472070326 0.292494066262 1.21549782915 0.0050717032595 -0.0210950662618 0.0394311507029 0.000182254918051 -7.20021178116e-05 -6.98885659526e-05 -7.20021178116e-05 0.000210101921643 3.70873004441e-06 -6.98885659526e-05 3.70873004441e-06 7.67511545535e-05
37.9411764706 -37.9411764706 -0.239649 0.271399 1.30094938802 -22.0 22.0 -0.243040271483 0.27586681164 1.26247833667 0.00339127148297 -0.00446781164049 0.0384710513456 1.14596503656e-05 5.93957540061e-06 5.83405635785e-05 5.93957540061e-06 0.00010473094614 6.32944145508e-05 5.83405635785e-05 6.32944145508e-05 0.00015569644653
32.6470588235 -32.6470588235 -0.239649 0.271399 1.33860244924 -18.0 18.0 -0.241538401664 0.272244711032 1.30058862592 0.00188940166396 -0.000845711032321 0.0380138233205 8.90474211492e-05 -2.08152562803e-05 -8.32402176629e-07 -2.08152562803e-05 1.86108465298e-05 6.53176690985e-05 -8.32402176629e-07 6.53176690985e-05 0.000222502885181
27.9411764706 -27.9411764706 -0.239649 0.271399 1.372071837 -16.0 16.0 -0.238246018754 0.278367702556 1.33794623606 -0.00140298124612 -0.00696870255625 0.0341256009381 -3.38640953763e-05 1.30193944436e-05 -5.95123192908e-05 1.30193944436e-05 0.000133447480421 2.0295496653e-05 -5.95123192908e-05 2.0295496653e-05 0.000297357908675
24.1176470588 -24.1176470588 -0.239649 0.271399 1.39926571455 -13.0 13.0 -0.235751773672 0.268595892468 1.36805754836 -0.00389722632793 0.00280310753237 0.0312081661857 0.000102486182355 -1.82273448778e-05 4.04207132647e-05 -1.82273448778e-05 7.69691892148e-06 9.63881339574e-05 4.04207132647e-05 9.63881339574e-05 0.000352051162788
20.5882352941 -20.5882352941 -0.239649 0.271399 1.42436775537 -12.0 12.0 -0.237181989318 0.277573544502 1.39590956303 -0.00246701068164 -0.00617454450176 0.0284581923387 -3.02603335214e-05 6.91612221243e-06 -6.01053810629e-05 6.91612221243e-06 0.000135917832994 3.93209940429e-05 -6.01053810629e-05 3.93209940429e-05 0.000410080520579
17.6470588235 -17.6470588235 -0.239649 0.271399 1.44528612271 -10.0 10.0 -0.24407648921 0.286927014812 1.41257862867 0.00442748921046 -0.015528014812 0.0327074940465 0.000118330641697 -1.63621938468e-05 1.81965113515e-05 -1.63621938468e-05 -7.61172012706e-06 8.58171508996e-05 1.81965113515e-05 8.58171508996e-05 0.000467612145729
15.2941176471 -15.2941176471 -0.239649 0.271399 1.46202081659 -8.0 8.0 -0.239889024237 0.266269880374 1.42553302764 0.000240024236511 0.00512911962599 0.0364877889514 -4.53577352173e-05 8.34890955913e-06 -8.19375431598e-05 8.34890955913e-06 0.000149420178041 1.50558215023e-05 -8.19375431598e-05 1.50558215023e-05 0.000534338705216
13.2352941176 -13.2352941176 -0.239649 0.271399 1.47666367373 -7.0 7.0 -0.241773708611 0.264804933576 1.43962988522 0.00212470861091 0.00659406642419 0.0370337885142 0.000115747153908 -1.33471073879e-05 6.41157387493e-05 -1.33471073879e-05 -3.54897689753e-06 0.000125700073293 6.41157387493e-05 0.000125700073293 0.000571643072708
11.4705882353 -11.4705882353 -0.239649 0.271399 1.48921469414 -6.0 6.0 -0.244783084476 0.261063321717 1.44814453354 0.00513408447629 0.0103356782831 0.0410701606053 -2.72519549971e-05 3.0137680208e-06 -8.12291882864e-05 3.0137680208e-06 0.000134798562421 3.34419998868e-05 -8.12291882864e-05 3.34419998868e-05 0.00060352274237
10.0 -10.0 -0.239649 0.271399 1.49967387782 -5.0 5.0 -0.243694767344 0.278835188216 1.45747807765 0.00404576734388 -0.00743618821608 0.0421958001669 0.000121593263524 -1.23301060283e-05 3.93374732488e-05 -1.23301060283e-05 -1.14356599269e-05 0.000109591759847 3.93374732488e-05 0.000109591759847 0.000645376006796
8.82352941176 -8.82352941176 -0.239649 0.271399 1.50804122475 -4.0 4.0 -0.239742773453 0.275062524486 1.4665952738 9.37734529018e-05 -0.00366352448555 0.041445950951 -3.82731846399e-05 4.63687172753e-06 -9.24158857736e-05 4.63687172753e-06 0.000143696230166 1.51366422838e-05 -9.24158857736e-05 1.51366422838e-05 0.000696888199261
7.64705882353 -7.64705882353 -0.239649 0.271399 1.51640857169 -4.0 4.0 -0.241128388854 0.273920304649 1.47478394303 0.00147938885392 -0.00252130464868 0.0416246286641 0.000119547734837 -1.0232591733e-05 6.94859617552e-05 -1.0232591733e-05 -8.51131838406e-06 0.000133879176395 6.94859617552e-05 0.000133879176395 0.000727558028385
0 0 -0.239649 0.271399 1.5226840819 -3.0 3.0 -0.235724685449 0.271281811701 1.48196197104 -0.00392431455109 0.00011718829936 0.0407221108599 -2.82025118847e-05 1.97366559251e-06 -9.0922738385e-05 1.97366559251e-06 0.000134837134575 2.55982355393e-05 -9.0922738385e-05 2.55982355393e-05 0.000750933901155
325.203252033 134.720906863 -0.239649 0.271399 1.5226840819 0.0 0.0 -0.238150806476 0.276808578897 1.48077708795 -0.00149819352446 -0.00540957889738 0.0419069939467 0.00012250753599 -9.75689608809e-06 5.34665527287e-05 -9.75689608809e-06 -1.27846079858e-05 0.000122951362136 5.34665527287e-05 0.000122951362136 0.000784387974506
325.203252033 152.15571697 -0.239621380903 0.253794646665 1.62204632679 -162.0 -67.0 -0.238231282927 0.261524558562 1.58191989617 -0.0013900979752 -0.00772991189611 0.0401264306265 -4.42883906844e-05 -1.99373046847e-06 -5.93037180449e-05 -1.99373046847e-06 0.00014338115098 -2.8086836167e-06 -5.93037180449e-05 -2.8086836167e-06 0.000800451428487
