alpha dTheta leftEnc rightEnc est_dist_traveled
1.0032 0.0 0 0 (0.0, 0.0, 0.0)
1.0032 0.005046019946242114 -97.0 -92.0 (-0.014019357216644452, 0.0, 0.005046019946242114)
1.0083 -0.027248507709707357 -401.0 -428.0 (-0.07551088722080496, -0.0003102901204989106, -0.02220248776346523)
0.981 -0.021193283774216937 -819.0 -840.0 (-0.19853935975498382, 0.0024216969616847007, -0.04339577153768204)
0.9641 -0.01917487579571988 -992.0 -1011.0 (-0.34697499942254306, 0.008867222633053937, -0.06257064733340201)
0.9513 -0.02119328377421675 -1238.0 -1259.0 (-0.53183124767605, 0.020448916138003537, -0.08376393110761882)
0.9392 -0.02623930372045911 -1274.0 -1300.0 (-0.7220921114620441, 0.03642329236287639, -0.11000323482807772)
0.926 -0.024220895741962054 -1267.0 -1291.0 (-0.9106887227672682, 0.05725361813159234, -0.1342241305700398)
0.9153 -0.0010092039892482458 -1531.0 -1532.0 (-1.1358477380281453, 0.08765820172458427, -0.1352333345592882)
0.9149 0.026239303720458924 -1278.0 -1252.0 (-1.3218008516192064, 0.1129596880458244, -0.1089940308388293)
0.9244 0.03834975159144014 -1275.0 -1237.0 (-1.507026517653674, 0.13322850612432907, -0.07064427924738936)
0.9372 0.04642338350542724 -1532.0 -1486.0 (-1.730332795374031, 0.14903011248885434, -0.024220895741962067)
0.9515 0.04642338350542724 -1538.0 -1492.0 (-1.9550216466270993, 0.1544733421978867, 0.022202487763465173)
0.9647 0.02018407978496869 -1533.0 -1513.0 (-2.18090755822391, 0.14945728876067677, 0.04238656754843387)
0.9701 -0.02220248776346556 -1527.0 -1549.0 (-2.408869517294069, 0.1397889729903841, 0.020184079784968306)
0.9646 -0.045414179516178994 -1530.0 -1575.0 (-2.6391406148608283, 0.135140531513956, -0.025230099731210487)
0.9539 -0.04743258749467586 -1535.0 -1582.0 (-2.870275159414799, 0.1409733168121555, -0.0726626872258862)
0.9434 -0.03128532366670072 -1539.0 -1570.0 (-3.1002813372093025, 0.1577156599228589, -0.1039480108925872)
0.9368 -0.0040368159569935495 -1286.0 -1290.0 (-3.290328592476014, 0.17754215525229716, -0.10798482684958088)
0.936 0.0040368159569935495 -1538.0 -1534.0 (-3.516871504570879, 0.2021008841886645, -0.1039480108925872)
0.9367 0.01110124388173278 -1534.0 -1523.0 (-3.742405067983277, 0.22562945415065702, -0.09284676701085459)
0.9387 -0.0010092039892486235 -1521.0 -1522.0 (-3.967151927418775, 0.24655664246291792, -0.09385597100010301)
0.9386 0.01513805983872633 -1275.0 -1260.0 (-4.154361740052892, 0.2641791769242983, -0.07871791116137672)
0.9411 0.0010092039892484347 -1277.0 -1276.0 (-4.343147905603912, 0.2790708009433358, -0.0777087071721283)
0.9413 -0.0010092039892484347 -1534.0 -1535.0 (-4.570108567592621, 0.2967432073463491, -0.07871791116137672)
0.9411 0.003027611967745304 -1528.0 -1525.0 (-4.795868130235498, 0.3145513264729145, -0.07569029919363146)
0.9415 0.0010092039892484347 -1277.0 -1276.0 (-4.984698516529415, 0.32887131185950236, -0.07468109520438304)
0.9417 0.006055223935490419 -1280.0 -1274.0 (-5.173617228184394, 0.3430062560408005, -0.06862587126889252)
0.9425 0.008073631913987477 -1284.0 -1276.0 (-5.363062077523001, 0.35602752156580264, -0.06055223935490517)
0.9436 0.009082835903235912 -1547.0 -1538.0 (-5.591477167997813, 0.36987549580771306, -0.05146940345166939)
0.9448 0.0010092039892484347 -1282.0 -1281.0 (-5.7813397597632195, 0.3796562483982601, -0.050460199462420974)
0.9449 -0.005046019946242173 -1534.0 -1539.0 (-6.008993985382211, 0.39115348589861293, -0.05550621940866307)
0.9443 -0.0030276119677451153 -1541.0 -1544.0 (-6.23747604473214, 0.40384870162883196, -0.05853383137640833)
0.9439 0.0030276119677454926 -1285.0 -1282.0 (-6.427561001845062, 0.41498782702119147, -0.05550621940866307)
0.9443 0.014128855849477897 -1292.0 -1278.0 (-6.617900999423447, 0.42556374417732207, -0.0413773635591852)
0.9458 0.0010092039892482458 -1548.0 -1547.0 (-6.847280746781877, 0.4350602936327171, -0.04036815956993678)
0.946 0.005046019946241985 -1544.0 -1539.0 (-7.07578056852936, 0.4442894246714477, -0.03532213962369468)
0.9465 0.005046019946242173 -1288.0 -1283.0 (-7.266369376331256, 0.4510242302857101, -0.030276119677452584)
0.947 0.0020184079784968693 -1544.0 -1542.0 (-7.495173128582473, 0.45795363746608636, -0.028257711698955745)
0.9472 0.006055223935490608 -1300.0 -1294.0 (-7.687510136027648, 0.4633900882473951, -0.02220248776346523)
0.9478 0.0030276119677451153 -1560.0 -1557.0 (-7.918661280626223, 0.4685230621685321, -0.01917487579571997)
0.9481 -0.0010092039892484347 -1299.0 -1300.0 (-8.111410546422846, 0.47221945843623114, -0.02018407978496839)
0.948 -0.011101243881732592 -1298.0 -1309.0 (-8.304749274718029, 0.4761223527773094, -0.031285323666701004)
0.947 -0.015138059838726141 -1549.0 -1564.0 (-8.535547702539418, 0.4833453129897277, -0.046423383505427296)
0.9456 -0.0010092039892484347 -1294.0 -1295.0 (-8.727383741818716, 0.4922573941641445, -0.047432587494675715)
0.9456 -0.0020184079784968693 -1296.0 -1298.0 (-8.919581154629116, 0.5013806577826093, -0.049450995473172554)
0.9454 0.0020184079784968693 -1296.0 -1294.0 (-9.111463418216525, 0.5108771689187193, -0.047432587494675715)
0.9455 0.0020184079784968693 -1296.0 -1294.0 (-9.30336445876353, 0.519986364281797, -0.045414179516178876)
